bert-base-uncased	{'Length': {'devacc': 51.62, 'acc': 51.25, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 90.27, 'acc': 88.35, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 30.39, 'acc': 30.01, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 86.73, 'acc': 86.65, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 81.88, 'acc': 81.94, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 87.78, 'acc': 87.96, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 95.34, 'acc': 95.7, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 85.78, 'acc': 86.66, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 46.05, 'acc': 45.84, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-4640	{'Length': {'devacc': 58.8, 'acc': 58.9, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 81.05, 'acc': 77.69, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.08, 'acc': 28.11, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.12, 'acc': 75.71, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.26, 'acc': 70.6, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.92, 'acc': 84.73, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.86, 'acc': 90.55, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 74.2, 'acc': 75.51, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.51, 'acc': 39.05, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-4720	{'Length': {'devacc': 58.56, 'acc': 56.15, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 80.21, 'acc': 77.24, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 27.94, 'acc': 27.49, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.22, 'acc': 75.92, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.11, 'acc': 70.57, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 82.92, 'acc': 83.42, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.21, 'acc': 89.62, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.0, 'acc': 75.23, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.42, 'acc': 38.51, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-4800	{'Length': {'devacc': 65.51, 'acc': 65.59, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 81.19, 'acc': 78.24, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.09, 'acc': 27.61, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 73.47, 'acc': 73.51, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 69.49, 'acc': 70.09, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.3, 'acc': 84.6, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.62, 'acc': 89.95, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 73.74, 'acc': 75.01, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 36.42, 'acc': 37.33, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-4880	{'Length': {'devacc': 60.65, 'acc': 57.95, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 80.89, 'acc': 77.21, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 27.72, 'acc': 26.91, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 73.87, 'acc': 74.99, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 69.22, 'acc': 69.89, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.42, 'acc': 84.22, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.53, 'acc': 89.86, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 74.08, 'acc': 74.41, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 36.06, 'acc': 37.06, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-4960	{'Length': {'devacc': 61.23, 'acc': 62.72, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 81.57, 'acc': 78.61, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 27.68, 'acc': 26.73, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 73.36, 'acc': 74.86, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 69.52, 'acc': 69.68, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 84.37, 'acc': 84.81, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.51, 'acc': 90.03, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 73.28, 'acc': 74.57, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 36.42, 'acc': 38.14, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-5040	{'Length': {'devacc': 59.61, 'acc': 58.42, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 81.03, 'acc': 77.5, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.15, 'acc': 28.41, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 75.02, 'acc': 75.68, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.24, 'acc': 70.37, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 82.61, 'acc': 83.21, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.65, 'acc': 89.9, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 75.57, 'acc': 74.9, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 36.78, 'acc': 38.01, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-5120	{'Length': {'devacc': 59.14, 'acc': 58.9, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 81.44, 'acc': 78.1, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.53, 'acc': 27.91, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.99, 'acc': 76.05, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.22, 'acc': 70.37, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 82.9, 'acc': 83.95, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.97, 'acc': 90.23, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 73.51, 'acc': 76.0, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 39.15, 'acc': 38.64, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-5200	{'Length': {'devacc': 60.53, 'acc': 56.03, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 81.67, 'acc': 78.17, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.16, 'acc': 27.74, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.74, 'acc': 75.58, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 69.83, 'acc': 70.25, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.12, 'acc': 83.36, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.97, 'acc': 90.46, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 73.39, 'acc': 73.64, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 38.96, 'acc': 36.65, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-5280	{'Length': {'devacc': 58.68, 'acc': 57.35, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 81.43, 'acc': 77.1, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.1, 'acc': 27.96, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 75.18, 'acc': 76.03, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.7, 'acc': 71.14, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.04, 'acc': 83.52, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.84, 'acc': 90.45, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 73.85, 'acc': 74.46, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 35.69, 'acc': 37.1, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-5360	{'Length': {'devacc': 57.64, 'acc': 53.76, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 80.97, 'acc': 76.93, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.98, 'acc': 28.03, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.87, 'acc': 75.71, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.59, 'acc': 70.63, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 82.99, 'acc': 83.41, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.91, 'acc': 90.65, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 74.54, 'acc': 74.74, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 37.69, 'acc': 39.1, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-5440	{'Length': {'devacc': 55.21, 'acc': 52.81, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 80.99, 'acc': 77.06, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.3, 'acc': 28.06, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.25, 'acc': 75.58, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.4, 'acc': 70.53, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 83.04, 'acc': 83.36, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.88, 'acc': 90.63, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 74.77, 'acc': 74.46, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 36.88, 'acc': 37.96, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-5520	{'Length': {'devacc': 54.75, 'acc': 58.66, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 80.18, 'acc': 75.72, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 28.77, 'acc': 27.83, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.93, 'acc': 75.97, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 69.84, 'acc': 70.51, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 82.7, 'acc': 83.32, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.94, 'acc': 90.39, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 73.74, 'acc': 73.86, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 36.15, 'acc': 37.06, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-5600	{'Length': {'devacc': 52.66, 'acc': 53.41, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 80.44, 'acc': 77.16, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.2, 'acc': 28.57, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 73.97, 'acc': 75.26, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.33, 'acc': 70.44, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 82.89, 'acc': 83.28, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 89.77, 'acc': 89.92, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 73.51, 'acc': 74.63, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 34.97, 'acc': 38.05, 'ndev': 1101, 'ntest': 2210}}
./finetuned-scrumbled-wikitext2-3e-4/checkpoint-5680	{'Length': {'devacc': 58.8, 'acc': 55.79, 'ndev': 10000, 'ntest': 10000}, 'Tense': {'devacc': 80.37, 'acc': 76.27, 'ndev': 10000, 'ntest': 10000}, 'Depth': {'devacc': 29.03, 'acc': 28.44, 'ndev': 10000, 'ntest': 10000}, 'CR': {'devacc': 74.32, 'acc': 75.81, 'ndev': 3775, 'ntest': 3775}, 'MR': {'devacc': 70.14, 'acc': 70.73, 'ndev': 10662, 'ntest': 10662}, 'MPQA': {'devacc': 82.63, 'acc': 83.22, 'ndev': 10606, 'ntest': 10606}, 'SUBJ': {'devacc': 90.13, 'acc': 90.42, 'ndev': 10000, 'ntest': 10000}, 'SST2': {'devacc': 74.31, 'acc': 73.26, 'ndev': 872, 'ntest': 1821}, 'SST5': {'devacc': 35.88, 'acc': 36.61, 'ndev': 1101, 'ntest': 2210}}
